अंगीकार	ɐ̃ŋgiːkäːɾ
अंगुल	ɐ̃ŋgʊl
अंगुलियाँ	əŋgʊliːjə
अंगुली	ɐ̃ŋgʊliː
अंगुली	əŋgʊliː
अंगूठा	ɐ̃ŋguːʈʰäː
अंगूठियाँ	ɐ̃ŋguːʈʰijä̃ː
अंगूठियां	əŋguːʈʰiːə̃
अंगूठियों	ɐ̃ŋguːʈʰijõː
अंगूठी	ɐ̃ŋguːʈʰiː
अंगूठी	əŋguːʈʰiː
अंगूठे	ɐ̃ŋguːʈʰeː
अंगूठे	əŋguːʈʰe
अंगूठों	ɐ̃ŋguːʈʰõː
अंगूर	ɐ̃ŋguːɾ
अंगूर	əŋguːr
अंगूरी	ɐ̃ŋguːɾiː
अंगूरों	əŋguːrõ
अंगो	ɐ̃ŋgoː
अंगों	ɐ̃ŋgõː
अंगों	əŋgoː
अंगोछा	ɐ̃ŋgoːtʃʰäː
अंगोट	ɐ̃ŋgoːʈ
अंगोला	ɐ̃ŋgoːläː
अंगोला	əŋgoːlə
अंग्रेज	ɐ̃ŋgɾeːdʒ
अंग्रेज	ɐ̃ŋgɾeːz
अंग्रेज	əŋgɾeːz
अंग्रेज़	ɐ̃ŋgɾeːdʒ
अंग्रेज़	ɐ̃ŋgɾeːz
अंग्रेज़ियत	ɐ̃ŋgɾeːdʒijɐt̪
अंग्रेज़ियत	ɐ̃ŋgɾeːzijɐt̪
अंग्रेज़ी	ɐ̃ŋgɾeːdʒiː
अंग्रेज़ी	ɐ̃ŋgɾeːziː
अंग्रेज़ी	əŋgɾeːziː
अंग्रेज़ो	ɐ̃ŋgɾeːdʒoː
अंग्रेज़ो	ɐ̃ŋgɾeːzoː
अंग्रेज़ों	ɐ̃ŋgɾeːdʒõː
अंग्रेज़ों	ɐ̃ŋgɾeːzõː
अंग्रेज़ों	əŋgɾeːzõː
अंग्रेजी	ɐ̃ŋgɾeːdʒiː
अंग्रेजी	ɐ̃ŋgɾeːziː
अंग्रेजी	əŋgɾeːʈiː
अंग्रेजो	ɐ̃ŋgɾeːdʒoː
अंग्रेजो	ɐ̃ŋgɾeːzoː
अंग्रेजों	ɐ̃ŋgɾeːdʒõː
अंग्रेजों	ɐ̃ŋgɾeːzõː
अंग्रेजों	əŋgɾeːzõː
अंग्रेज़	əŋgɾeːz
अंचल	ɐ̃ntʃɐl
अंचल	əntʃəl
अंछर	ɐ̃ntʃʰɐɾ
अंजन	ɐ̃ndʒɐ̃n
अंजाम	ɐ̃ndʒä̃ːm
अंजाम	əɳdʒɑːm
अंजीर	ɐ̃ndʒiːɾ
अंजीर	ə̃dʒiːr
अंजु	ɐ̃ndʒuː
अंटार्कटिका	ɐ̃ɳʈäːɾkʈɪkäː
अंटार्टिका	ɐ̃ɳʈäːɾʈɪkäː
अंडकोष	ɐ̃ɳɖkoːʃ
अंडमान	ɐ̃ɳɖɐmä̃ːn
अंडर	ə̃ɳɽə
अंडरवर्ल्ड	əɳɖəɾʋəɾl̪d̪
अंडरवियर	ə̃ɳɽəʋijəɾ
अंडरवीयर	əɳɖəɾʋiːjəɾ
अंड़-बंड़	ə̃ɳɖə̃ɳɖ
अंडा	ɐ̃ɳɖäː
अंडा	əɳɖə
अंडाकार	əɳɖaːkɑːr
अंडाशय	əɳɖaːʃə
अंडे	ə̃ɳɖe
अंडों	əɳɖõː
अंडोरा	ɐ̃ɳɖoːɾäː
अंत	ɐ̃n̪t̪
अंत	ə̃t̪
अंतःक्षेप	ɐ̃n̪t̪ɛɦkʃeːp
अंतःपुर	ɐ̃n̪t̪ɛɦpʊɾ
अंतड़ियों	ə̃t̪ɽiːjɒ̃ː
अंतड़ी	ɐ̃n̪t̪ɽiː
अंतत	ə̃t̪t̪ə
अंततः	ɐ̃n̪t̪ɐt̪ɛɦ
अंततः	əntəʈʰ
अंततोगत्वा	ənt̪ət̪ogʈʋɑ
अंतम	ɐ̃n̪t̪ɐ̃m
अंतर	ɐ̃n̪t̪ɐɾ
अंतर	ənt̪ər
अंतरंग	ənt̪əɾəŋg
अंतरंगता	ɐ̃n̪t̪ɐɾɐ̃ŋgt̪äː
अंतरजाल	ɐ̃n̪t̪ɐɾdʒäːl
अंतरण	ɐ̃n̪t̪ɾɐ̃ɳ
अंतरतारकीय	ənt̪əɾt̪aːɾkiːj
अंतरराष्ट्रीय	ɐ̃n̪t̪ɐrräːʂʈɾiːjᵊ
अंतरराष्ट्रीय	ənt̪ərɾɾɑːjɑːt̪sɪk
अंतरराष्ट्रीयता	ɐ̃n̪t̪ɐrräːʂʈɾiːjt̪äː
अंतरा	ɐ̃n̪t̪ɐɾäː
अंतरा	ɐ̃n̪t̪ɾäː
अंतरात्मा	ənt̪əɾɑːtmɑː
अंतराल	ɐ̃n̪t̪ɐɾäːl
अंतराल	ənt̪əɾɑːl
अंतरिक्ष	ɐ̃n̪t̪ɐɾɪkʃ
अंतरिक्ष	ɐ̃n̪t̪ɾɪkʃ
अंतरिक्ष	ənt̪əɾɪkʂ
अंतरिक्षयात्री	ənt̪əɾɪkʂjɑːt̪ɾiː
अंतरिक्षसेना	ənt̪əɾɪkʂseːn̪a
अंतरिक्षसेनाने	ənt̪əɾɪkʂəseːn̪əneː
अंतरिम	ɐ̃n̪t̪ɾɪ̃m
अंतरीक्ष	ənt̪riːkʂ
अंतर्कालीन	ɐ̃n̪t̪ɐɾkäːlĩːn
अंतर्गत	ɐ̃n̪t̪ɐɾgɐt̪
अंतर्गत	əntərgət̪
अंतर्जातीय	ɐ̃n̪t̪ɐɾdʒäːt̪iːjᵊ
अंतर्जाल	ɐ̃n̪t̪ɐɾdʒäːl
अंतर्देशीय	ɐ̃n̪t̪ɐɾd̪eːʃiːjᵊ
अंतर्देशीय	ənt̪əɾdeːʃiː
अंतर्धान	ɐ̃n̪t̪ɐɾd̪ʱä̃ːn
अंतर्निहित	ɐ̃n̪t̪ɐɾnɪɦɪt̪
अंतर्भूमि	ɐ̃n̪t̪ɐɾbʱuːmiː
अंतर्भौम	ɐ̃n̪t̪ɐɾbʱɔ̃ːm
अंतर्राष्ट्रीय	ɐ̃n̪t̪ɐrräːʂʈɾiːjᵊ
अंतर्राष्ट्रीय	ənt̪ərːɑːjɑːntɕoː
अंतर्वासी	ɐ̃n̪t̪ɐɾʋäːsiː
अंतहीन	ə̃t̪ʰiːn
अंताक्षरी	ɐ̃n̪t̪äːkʃɐɾiː
अंतिम	ɐ̃n̪t̪ɪ̃m
अंतिम	ənt̪ɪm
अंतिरक्षीय	ə̃ːt̪ɪrəkʂiːj
अंतीम	ɐ̃n̪t̪ĩːm
अंत्यलक	ɐ̃n̪t̪jɐlɐk
अंत्येष्टि	ɐ̃n̪t̪jeːʂʈiː
अंत्येष्टि	ənt̪joːʈʂi
अंत्र	ɐ̃n̪t̪ɾᵊ
अंदर	ɐ̃n̪d̪ɐɾ
अंदर	ə̃ɳɽ
अंदरुनी	ɐ̃n̪d̪ɐɾʊniː
अंदरूनी	ə̃n̪d̪ɾuːni
अंदल	ə̃ɳɖəl
अंदलुस	ɐ̃n̪d̪lʊs
अंदाज	ɐ̃n̪d̪äːdʒ
अंदाज	ɐ̃n̪d̪äːz
अंदाज	ə̃ɳɑːdʒ
अंदाज़	ɐ̃n̪d̪äːdʒ
अंदाज़	ɐ̃n̪d̪äːz
अंदाज़	ə̃ɳɖɑːz
अंदाज़ा	ɐ̃n̪d̪äːdʒäː
अंदाज़ा	ɐ̃n̪d̪äːzäː
अंदाज़ा	ə̃ɳɖɑːzə
अंदाजा	ə̃d̪əzaː
अंदाज़	ə̃ɳɑːz
अंदाज़ा	ə̃ɳɑːzə
अंदेशा	ɐ̃n̪d̪eːʃäː
अंदेशा	ə̃ndeːʃɑː
अंधकार	ɐ̃n̪d̪ʱkäːɾ
अंधकार	ə̃ɳɖɔːr
अंधकारमय	ə̃ɳɖɔːɾəməj
अंधड़	ɐ̃n̪d̪ʱɐɽ
अंधभक्त	ɐ̃n̪d̪ʱbʱɐkt̪
अंधविश्वास	ɐ̃n̪d̪ʱʋɪʃʋäːs
अंधविश्वासी	ə̃ɳɖʋɪʃʋaːsiː
अंधा	ɐ̃n̪d̪ʱäː
अंधा	ə̃ɳɖʌ
अंधाधुंध	ɐ̃n̪d̪ʱäːd̪ʱʊ̃n̪d̪ʱ
अंधापन	ɐ̃n̪d̪ʱäːpɐ̃n
अंधियारा	ɐ̃n̪d̪ʱijäːɾäː
अंधी	ə̃ɳɖiː
अंधे	ə̃ɳɖe
अंधेर	ɐ̃n̪d̪ʱeːɾ
अंधेरा	ɐ̃n̪d̪ʱeːɾäː
अंधेरा	ə̃ɳɽɑː
अंधेरी	ə̃ɳɽeːɽiː
अंधेरे	ə̃ɳɖʱeɾe
अंधों	ə̃ɳɖõː
अंबर	ɐ̃mbɐɾ
अंबा	ɐ̃mbäː
अंबानी	ə̃mbɑːniː
अंबु	ɐ̃mbuː
अंबुपति	ɐ̃mbʊpt̪iː
अंश	ɐ̃ɲʃ
अंश	ə̃ʃ
अंशकालिक	ɐ̃ɲʃkäːlɪk
अंशतः	ɐ̃ɲʃt̪ɛɦ
अंशशोधन	ə̃ʃʃod̪ʱə̃
अंशुक	ɐ̃ɲʃʊk
अंशुल	ɐ̃ɲʃʊl
अः	ɛɦ
अआरम	əːɾəm
अऊत	ɐuːt̪
अए	ɐeː
अक	ɐk
अकड़	ɐkɐɽ
अकड़	əkəɽ
अकड़न	ɐkɽɐ̃n
अकड़ना	ɐkɐɽnäː
अकथ	ɐkɐt̪ʰ
अकथनीय	ɐkɐt̪ʰniːjᵊ
अकथित	ɐkɐt̪ʰɪt̪
अकथ्य	ɐkɐt̪ʰjᵊ
अकन्या	ɐkɐ̃ɲjäː
अकर्म	ɐkɐɾm
अकर्मक	ɐkɐɾmɐk
अकर्मण्यता	ɐkɐɾmɐ̃ɳjɐt̪äː
अकल	əkəl
अकलमंद	əkaləmə̃ːɳ
अकलमंदी	əkələmə́ndi
अकल्पनीय	əkl̪pniːj
अकसर	əksər
अकस्मात	əksmɑːt̪
अकस्मात्	ɐkɐsmäːt̪
अक़्ल	ɐklᵊ
अक़्ल	ɐkɐl
अक़्ल	ɐqlᵊ
अक़्ल	ɐqɐl
अक़्लमंद	ɐklᵊmɐ̃n̪d̪
अक़्लमंद	ɐkɐlmɐ̃n̪d̪
अक़्लमंद	ɐqlᵊmɐ̃n̪d̪
अक़्लमंद	ɐqɐlmɐ̃n̪d̪
अकाउंट	əkaʊ̯ʈ̪
अकाज	ɐkäːdʒ
अकादमिक	ɐkäːd̪mɪk
अकादमिक	əkaːɖəmɪk
अकादमी	ɐkäːd̪miː
अकादमी	əkɑːd̪əmiː
अकान्त	əkɑːnt̪
अकार	ɐkäːɾ
अकारण	ɐkäːɾɐ̃ɳ
अकारथ	ɐkäːɾɐt̪ʰ
अकार्बनिक	ɐkäːɾbɐnɪk
अकार्बनिक	əkɑːrɓɑːnɪk
अकाल	ɐkäːl
अकाल	əkaːl
अकी	əki
अकूत	ɐkuːt̪
अकृतज्ञ	əkrɪtgɪɳ
अकेला	ɐkeːläː
अकेला	əkɛlə
अकेलापन	ɐkeːläːpɐ̃n
अकेलापन	əkɛlɑːpən
अकेली	ɐkeːliː
अकेली	əkɛːli
अकेले	ɐkeːleː
अकेले	əkɛle
अकेले-	ə̆kɛːle
अकेलेपन	əkɛːlepən
अकॉर्डियन	əkoːɽɪ́ɳ
अक्कद	ɐk̚kɐd̪
अक्कदी	ɐk̚kɐd̪iː
अक्काद	ɐk̚käːd̪
अक्कादी	ɐk̚käːd̪iː
अक्कास	ɐk̚käːs
अक्कासी	ɐk̚käːsiː
अक्खड़	ɐk̚kʰɐɽ
अक्खा	ɐk̚kʰäː
अक्खड़	əkkʰɽ
अक्टूबर	ɐkʈuːbɐɾ
अक्टूबर	əkt̪uːbər
अक्तूबर	ɐkt̪uːbɐɾ
अक्तूबर	əkt̪uːbəɾ
अक्ल	əkəl
अक्लमंद	ɐklᵊmɐ̃n̪d̪
अक्लमंद	ɐkɐlmɐ̃n̪d̪
अक्लमंद	ɐqlᵊmɐ̃n̪d̪
अक्लमंद	ɐqɐlmɐ̃n̪d̪
अक्लान्त	ɐklä̃ːn̪t̪
अक्ष	ɐkʃ
अक्षत	ɐkʃɐt̪
अक्षम	ɐkʃɐ̃m
अक्षम	əkʂəm
अक्षमता	əkʂəmt̪ə
अक्षम्य	ɐkʃɐ̃mjᵊ
अक्षम्य	əkʂmi
अक्षर	ɐkʃɐɾ
अक्षर	əkʂəɾ
अक्षरश	əksəɾəʃ
अक्षरारंभ	ɐkʃɐɾäːɾɐ̃mbʱ
अक्षरों	əkʂroː
अक्षांश	ɐkʃä̃ːɲʃ
अक्षुण्ण	ɐkʃʊ̃ɳː
अक्षुण्णता	ɐkʃʊ̃ɳɳɐt̪äː
अक्षुण्णताएँ	ɐkʃʊ̃ɳɳɐt̪äːẽː
अक्षुण्णताओ	ɐkʃʊ̃ɳɳɐt̪äːoː
अक्षुण्णताओं	ɐkʃʊ̃ɳɳɐt̪äːõː
अक्स	ɐks
अक्स	əks̪
अक्सर	ɐksɐɾ
अक्सर	əksər
अखंड	ɐkʰɐ̃ɳɖ
अखंडता	ɐkʰɐ̃ɳɖt̪äː
अखंडता	əkʰəɳɖət̪ə
अखज	ɐkʰɐdʒ
अखबार	ɐkʰbäːɾ
अखबार	ɐxbäːɾ
अखबार	əkɦəbɑːr
अखबारो	ɐkʰbäːɾoː
अखबारो	ɐxbäːɾoː
अखबारों	ɐkʰbäːɾõː
अखबारों	ɐxbäːɾõː
अखबारों	əkʰəbɑːroː
अखरना	ɐkʰɐɾnäː
अखरोट	ɐkʰɾoːʈ
अखरोट	ɐxɾoːʈ
अखरोट	əkʰəɾoːʈ
अखरोटी	ɐkʰɾoːʈiː
अख़बार	ɐkʰbäːɾ
अख़बार	ɐxbäːɾ
अख़बार	əxbaːr
अख़बारवाला	ɐkʰbäːɾʋäːläː
अख़बारवाला	ɐxbäːɾʋäːläː
अख़बारो	ɐkʰbäːɾoː
अख़बारो	ɐxbäːɾoː
अख़बारों	ɐkʰbäːɾõː
अख़बारों	ɐxbäːɾõː
अख़रोट	ɐkʰɾoːʈ
अख़रोट	ɐxɾoːʈ
अख़्ज़र	ɐkʰdʒɐɾ
अख़्ज़र	ɐxzɐɾ
अखाड़ा	ɐkʰäːɽäː
अखिरकार	əkʰɪrkɑːr
अखिल	ɐkʰɪl
अखिल	əkʰɪl
अखिलेश	ɐkʰɪleːʃ
अख्तियार	əkʰt̪ijɑːr
अगणित	ɐgɐɳɪt̪
अगर	ɐgɐɾ
अगर	əgər
अगरचे	ɐgɐɾtʃeː
अगरतला	ɐgɐɾt̪ɐläː
अगरबत्तियाँ	ɐgɐɾbɐt̪̚t̪ijä̃ː
अगरबत्तियो	ɐgɐɾbɐt̪̚t̪ijoː
अगरबत्तियों	ɐgɐɾbɐt̪̚t̪ijõː
अगरबत्ती	ɐgɐɾbɐt̪̚t̪iː
अगरबत्ती	əgəɾbət̪ːiː
अगरे	əgəɾe
अगल-अलग	əgələɭəg
अगला	ɐgläː
अगला	əglə
अगली	əgəli
अगले	ɐgleː
अगले	əgəlɛ
अगवा	əgʋɑː
अगवाड़ा	ɐgwäːɽäː
अगवाड़े	ɐgwäːɽeː
अगवाड़ों	ɐgwäːɽõː
अगवानी	ɐgwäːniː
अगस्	əgəs
अगस्त	ɐgɐst̪
अगस्त	əgəst̪
अगाऊ	ɐgäːuː
अगिन	ɐgɪ̃n
अगुआ	ɐgʊäː
अगुआ	əguːə
अगुआई	əgʊaːi
अगुइलार	əguɪlaːr
अगोपनीय	əgoːpniːj
अग्नि	ɐgniː
अग्नि	əgni
अग्निकाण्ड	əgn̪iːkɑːɳɖ
अग्निपरीक्षा	ɐgnɪpɐɾiːkʃäː
अग्निशमन	əgn̪ɪʃəman
अग्निशस्त्र	ɐgnɪʃɐst̪ɾᵊ
अग्निशामक	ɐgnɪʃäːmɐk
अग्न्याशय	ɐgnjäːʃɐj
अग्र-दूत	əgɾɖuːt̪
अग्रगामी	əgɾəgɑːmiː
अग्रज	ɐgɾɐdʒ
अग्रणी	əgrɳi
अग्रवाल	ɐgɾᵊʋäːl
अग्रसर	əgɾəsaɾ
अग्रहायण	ɐgɾɐɦäːjɐ̃ɳ
अग्रिम	ɐgɾɪ̃m
अग्रिम	əgɾɪm
अग्रिमता	ɐgɾɪ̃mt̪äː
अग्रेषित	əgrɛʃɪt
अघुलनशील	ɐgʱʊlɐ̃ɲʃiːl
अघुलनशीलता	ɐgʱʊlɐ̃ɲʃiːlt̪äː
अचंभा	ɐtʃɐ̃mbʱäː
अचंभित	ɐtʃɐ̃mbʱɪt̪
अचंभित	ətʃə̃bʱɪt̪
अचंभे	ətʃʌmbʱe
अचकन	ɐtʃkɐ̃n
अचयनित	ətʃəjənɪt̪
अचर	ɐtʃɐɾ
अचरज	ɐtʃɾɐdʒ
अचरज	ətʃəɾdʒ
अचर्न	ətʃəɾn̪
अचल	ɐtʃɐl
अचल	ətʃəl
अचानक	ɐtʃäːnɐk
अचानक	ətʃʰənək
अचार	ɐtʃäːɾ
अचार	ətʃʰɑːr
अची	ətʃiː
अचूक	ɐtʃuːk
अचेत	ɐtʃeːt̪
अचेत	ətʃʰeːt̪
अच्	əʈʈʰ
अच्छा	ɐt̚tʃʰäː
अच्छा	ətʃʰə
अच्छा-खासा	ətʃʰəkʰɑːsə
अच्छाई	ɐt̚tʃʰäːiː
अच्छाई	ətʃʈʰɑːiː
अच्छापन	ɐt̚tʃʰäːpɐ̃n
अच्छी	ətʃʰiː
अच्छी-अच्छी	ətʃʰiːətʃʰiː
अच्छे	ətʃʰeː
अछना	ɐtʃʰnäː
अछा	ətʃʰə
अछूत	ɐtʃʰuːt̪
अछूत	ətʃʰuːt̪
अछूता	ɐtʃʰuːt̪äː
अछूता	ətʃʰuːt̪a
अजगर	ɐdʒgɐɾ
अजगर	əgəɽ
अजगरी	ɐdʒgɐɾiː
अजनबियत	ɐdʒnɐbijɐt̪
अजनबियों	ɐdʒnɐbijõː
अजनबियों	əgənbiːjɔ̃
अजनबी	ɐdʒnɐbiː
अजनबी	əgənbiː
अजनबीं	əgənbiːm
अजब	ɐdʒɐb
अजमाने	əʐʌmɑːneː
अजमेर	ɐdʒmeːɾ
अजमोद	ɐdʒmoːd̪
अजय	ɐdʒɐj
अजवाइन	ɐdʒʋäːɪ̃n
अज़दहा	ɐdʒd̪ɐɦäː
अज़दहा	ɐzd̪ɐɦäː
अज़रबैजान	ɐdʒɐɾbɛːdʒä̃ːn
अज़रबैजान	ɐzɐɾbɛːdʒä̃ːn
अज़ान	ɐdʒä̃ːn
अज़ान	ɐzä̃ːn
अज़ाब	ɐdʒäːb
अज़ाब	ɐzäːb
अज़ीज़	ɐdʒiːdʒ
अज़ीज़	ɐziːz
अज़ीम	ɐdʒĩːm
अज़ीम	ɐzĩːm
अजाइब	ɐdʒäːɪb
अजागरूकता	ɐdʒäːgɾuːkt̪äː
अजान	ɐdʒä̃ːn
अजायबघर	ɐdʒäːjɐbgʱɐɾ
अजिट	ədʒɪʈ
अजिल्द	ɐdʒɪld̪
अजी	ɐdʒiː
अजीज	ədʒiːdʒ
अजीब	ɐdʒiːb
अजीब	ədʒiːb
अजीबोगरीब	ədʒiːboːgəɾiːb
अजीर्ण	ɐdʒiːɾɳ
अजु	ədʒʊ
अजूबा	ɐdʒuːbäː
अजूबे	ɐdʒuːbeː
अजूबो	ɐdʒuːboː
अजूबों	ɐdʒuːbõː
अजेंडा	ɐdʒẽːɳɖäː
अज्ञ	ɐgjᵊ
अज्ञात	ɐgjäːt̪
अज्ञात	əgjəɳɑːt̪
अज्ञान	əgjɑːn
अज्ञानता	əgjɑːn̪t̪ə
अज्ञानपन	ɐgjä̃ːnpɐ̃n
अज्ञानी	əgjəniː
अज्ञेय	ɐgjeːj
अज्ञेयवाद	ɐgjeːjʋäːd̪
अज्ञेयवादी	ɐgjeːjʋäːd̪iː
अझ़ंग	ɐzɐ̃ŋg
अझ़ंग	ɐʒɐ̃ŋg
अझ़दहा	ɐzɐd̪ʱäː
अझ़दहा	ɐʒɐd̪ʱäː
अझ़्दा	ɐzd̪äː
अझ़्दा	ɐʒd̪äː
अटक	ɐʈɐk
अटक	əʈək
अटककर	ɐʈɐk̚kɐɾ
अटकके	ɐʈɐk̚keː
अटकता	ɐʈɐkt̪äː
अटकती	ɐʈɐkt̪iː
अटकतीं	ɐʈɐkt̪ĩː
अटकते	ɐʈɐkt̪eː
अटकना	ɐʈɐknäː
अटकनी	ɐʈɐkniː
अटकनीं	ɐʈɐknĩː
अटकने	ɐʈɐkneː
अटकनेवाला	ɐʈɐkneːʋäːläː
अटकनेवाली	ɐʈɐkneːʋäːliː
अटकनेवालीं	ɐʈɐkneːʋäːlĩː
अटकनेवाले	ɐʈɐkneːʋäːleː
अटकल	ɐʈkɐl
अटकलपच्चू	ɐʈkɐlpɐt̚tʃuː
अटकलें	əʈkəlẽ
अटका	ɐʈkäː
अटका	əʈkə
अटकाऊँ	ɐʈkäːũː
अटकाऊँगा	ɐʈkäːũːŋgäː
अटकाऊँगी	ɐʈkäːũːŋgiː
अटकाओ	ɐʈkäːoː
अटकाओगे	ɐʈkäːoːgeː
अटकाता	ɐʈkäːt̪äː
अटकाती	ɐʈkäːt̪iː
अटकातीं	ɐʈkäːt̪ĩː
अटकाना	ɐʈkäːnäː
अटकाया	ɐʈkäːjäː
अटकायी	ɐʈkäːjiː
अटकाव	ɐʈkäːʋ
अटकिये	ɐʈkijeː
अटकियेगा	ɐʈkijeːgäː
अटकी	ɐʈkiː
अटकीं	ɐʈkĩː
अटकूँ	ɐʈkũː
अटकूँगा	ɐʈkũːŋgäː
अटकूँगी	ɐʈkũːŋgiː
अटके	ɐʈkeː
अटके	əʈkʰe
अटकें	ɐʈkẽː
अटकेंगी	ɐʈkẽːŋgiː
अटकेंगे	ɐʈkẽːŋgeː
अटकेगा	ɐʈkeːgäː
अटकेगी	ɐʈkeːgiː
अटको	ɐʈkoː
अटकोगी	ɐʈkoːgiː
अटकोगे	ɐʈkoːgeː
अटपटा	ɐʈpɐʈäː
अटपटा	əʈpʈə
अटल	ɐʈɐl
अटल	ət̪ʈəl
अटविक	ɐʈwɪk
अटारी	ɐʈäːɾiː
अटारी	əʈaːriː
अटार्नी	əʈəɾniː
अटीकाकृत	ɐʈiːkäːkɾɪt̪
अटूट	ɐʈuːʈ
अटूट	əʈuːʈ
अटैक	əʈæk
अटैची	ɐʈɛːtʃiː
अटैची	əʈaːtʃiː
अटॉर्नी	əʈoːrniː
अट्टा	əʈːə
अट्टालिका	ɐʈ̚ʈäːlɪkäː
अट्ठा	ɐʈ̚ʈʰäː
अट्ठाईस	ɐʈ̚ʈʰäːiːs
अट्ठानवे	ɐʈ̚ʈʰä̃ːnweː
अट्ठावन	ɐʈ̚ʈʰäːʋɐ̃n
अट्ठासी	ɐʈ̚ʈʰäːsiː
अठन्नियाँ	ɐʈʰɐ̃nnijä̃ː
अठन्नियो	ɐʈʰɐ̃nnijoː
अठन्नियों	ɐʈʰɐ̃nnijõː
अठन्नी	ɐʈʰɐ̃nniː
अठपहिया	ɐʈʰpɐiːjäː
अठपहिया	ɐʈʰpɐɦijäː
अठहत्तर	ɐʈʰɦɐt̪̚t̪ɐɾ
अठानवे	əʈʰɑːnʋe
अठारह	ɐʈʰäːɾɛʱ
अठारह	əʈʰaːrɑː
अड़	ɐɽ
अड़ंगा	ɐɽɐ̃ŋgäː
अड़ंगे	ɐɽɐ̃ŋgeː
अड़ंगो	ɐɽɐ̃ŋgoː
अड़ंगों	ɐɽɐ̃ŋgõː
अड़कर	ɐɽkɐɾ
